,location,district,rooms,size,level,max_levels,price
3687,"город Ташкент, Яшнободский район, Метро Достлик Бывшее Чикалова",Яшнободский,4,160,4,4,85000
3688,"город Ташкент, Олмазорский район, жилой комплекс Cambridge Village",Олмазорский,3,90,5,5,120000
3689,"город Ташкент, Яккасарайский район, жилой комплекс Dream House",Яккасарайский,2,77,6,8,56000
3690,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,3,90,9,9,63000
3691,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,120,4,8,160000
3692,"город Ташкент, Яккасарайский район, Конституция",Яккасарайский,4,150,7,8,160000
3693,"город Ташкент, Мирабадский район, Тараса Шевченко",Мирабадский,4,120,5,9,145000
3694,"город Ташкент, Мирзо-Улугбекский район, жилой комплекс Дархан",Мирзо-Улугбекский,3,120,4,9,155000
3695,"город Ташкент, Яшнободский район, Авиасозлар-2 Лисунова-1а",Яшнободский,1,12,2,9,8999
3696,"город Ташкент, Юнусабадский район, ТашГРЭС",Юнусабадский,2,52,2,5,32500
3697,"город Ташкент, Яккасарайский район, Бабура",Яккасарайский,6,142,1,9,135000
3698,"город Ташкент, Учтепинский район, Чиланзар 22-й квартал",Учтепинский,2,53,1,4,34500
3699,"город Ташкент, Яшнободский район, 1-й проезд Садыка Азимова",Яшнободский,4,140,8,8,230000
3700,"город Ташкент, Юнусабадский район, Юнусабад 15-й квартал",Юнусабадский,2,51,3,4,26500
3701,"город Ташкент, Шайхантахурский район, Ибн Сина-2",Шайхантахурский,2,57,2,5,37000
3702,"город Ташкент, Учтепинский район, Фархадская",Учтепинский,1,38,1,4,27500
3703,"город Ташкент, Яшнободский район, Шумиловский городок",Яшнободский,2,54,4,4,31500
3704,"город Ташкент, Мирабадский район, Айбека (пр-т Косманавтов) ",Мирабадский,2,62,2,4,76000
3705,"город Ташкент, Учтепинский район, Фазылтепа",Учтепинский,2,45,4,4,26000
3706,"город Ташкент, Мирабадский район, Миробод",Мирабадский,4,110,9,9,70000
3707,"город Ташкент, Сергелийский район, Sergeli 6",Сергелийский,2,57,1,7,34800
3708,"город Ташкент, Мирабадский район, 1-й проезд Файзиобод",Мирабадский,4,110,4,4,45000
3709,"город Ташкент, Мирзо-Улугбекский район, 1-й проезд Алпамыш",Мирзо-Улугбекский,1,70,4,5,38500
3710,"город Ташкент, Яшнободский район, жилой комплекс Обод Макон",Яшнободский,3,58,1,5,40000
3711,"город Ташкент, Сергелийский район, Sergeli 5",Сергелийский,5,110,3,4,Договорная
3712,"город Ташкент, Сергелийский район, Sergeli 5",Сергелийский,7,170,1,4,Договорная
3713,"город Ташкент, Сергелийский район, Сергелийский район",Сергелийский,3,60,2,4,Договорная
3714,"город Ташкент, Сергелийский район, пустыня Кызылкум",Сергелийский,1,36,6,7,Договорная
3715,"город Ташкент, Олмазорский район, Олимпия",Олмазорский,2,56.47,2,4,35000
3716,"город Ташкент, Юнусабадский район, Юнусабад-7",Юнусабадский,3,68,1,4,43000
3717,"город Ташкент, Юнусабадский район, Юнусабад-19",Юнусабадский,2,60,1,5,39000
3718,"город Ташкент, Юнусабадский район, Юнусабад-17",Юнусабадский,4,106,1,6,105000
3719,"город Ташкент, Юнусабадский район, Юнусабад-12",Юнусабадский,4,86,2,5,70000
3720,"город Ташкент, Юнусабадский район, Юнусобод 19",Юнусабадский,2,60,1,5,42000
3721,"город Ташкент, Юнусабадский район, Юнусобод 18",Юнусабадский,3,70,2,4,48000
3722,"город Ташкент, Сергелийский район, населённый пункт Бабур",Сергелийский,2,41,2,3,29000
3723,"город Ташкент, Олмазорский район, Каракамыш 1/2",Олмазорский,1,42,1,5,23500
3724,"город Ташкент, Сергелийский район, Сергели-III",Сергелийский,2,59,1,5,38500
3725,"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,2,50,8,12,29900
3726,"город Ташкент, Мирзо-Улугбекский район, Метро Хамид Алимджан",Мирзо-Улугбекский,3,95,5,18,66000
3727,"город Ташкент, Сергелийский район, Сергели-IV",Сергелийский,4,91,4,5,43000
3728,"город Ташкент, Шайхантахурский район, Караташ",Шайхантахурский,2,50,8,12,29900
