,district,rooms,size,level,max_levels,price
4414,Яккасарайский,2,48.0,5,9,23000.0
4415,Чиланзарский,2,42.0,3,4,36000.0
4416,Чиланзарский,2,57.0,4,4,37500.0
4417,Яккасарайский,1,38.0,2,5,26700.0
4418,Чиланзарский,3,67.0,5,5,35000.0
4419,Учтепинский,3,73.0,5,5,38500.0
4420,Яккасарайский,5,280.0,1,8,
4421,Мирабадский,3,110.0,7,9,70000.0
4422,Учтепинский,3,72.0,4,9,43500.0
4423,Чиланзарский,3,67.0,3,4,57000.0
4424,Олмазорский,3,70.0,3,4,48000.0
4425,Юнусабадский,3,130.0,3,3,
4426,Мирзо-Улугбекский,1,41.0,3,4,31000.0
4427,Мирзо-Улугбекский,2,60.0,5,9,42000.0
4428,Мирзо-Улугбекский,2,42.0,5,5,31000.0
4429,Чиланзарский,3,70.0,3,4,65000.0
4430,Чиланзарский,3,100.0,3,9,79000.0
4431,Чиланзарский,2,54.0,3,4,36500.0
4432,Чиланзарский,3,62.0,4,4,42500.0
4433,Чиланзарский,2,43.0,4,4,35000.0
4434,Чиланзарский,2,50.0,5,5,42000.0
4435,Чиланзарский,2,58.0,4,9,47000.0
4436,Чиланзарский,2,52.0,5,5,45000.0
4437,Сергелийский,4,95.0,5,9,46500.0
4438,Чиланзарский,4,84.0,3,4,62000.0
4439,Чиланзарский,1,25.0,3,9,21500.0
4440,Чиланзарский,4,100.0,5,9,56000.0
4441,Учтепинский,2,50.0,3,5,36000.0
4442,Учтепинский,2,50.0,4,4,38000.0
4443,Чиланзарский,2,48.0,1,4,36500.0
4444,Чиланзарский,2,67.0,1,9,48000.0
4445,Учтепинский,3,72.0,5,9,38000.0
4446,Учтепинский,3,79.0,3,4,50000.0
4447,Учтепинский,2,40.0,1,4,33000.0
4448,Учтепинский,3,80.0,12,12,40000.0
4449,Чиланзарский,3,60.0,1,5,53500.0
4450,Мирзо-Улугбекский,4,187.0,2,5,210000.0
4451,Мирабадский,4,112.0,4,9,87000.0
4452,Юнусабадский,1,50.0,7,9,37400.0
4453,Яшнободский,1,42.6,2,8,
4454,Чиланзарский,2,52.0,3,4,42500.0
4455,Юнусабадский,4,100.0,4,4,72500.0
4456,Мирабадский,3,61.0,4,4,60000.0
4457,Янгихаётский,3,56.0,5,7,41000.0
4458,Мирзо-Улугбекский,1,47.0,2,9,42000.0
4459,Яккасарайский,2,48.0,5,9,23000.0
4460,Юнусабадский,3,72.0,3,4,68000.0
4461,Яккасарайский,1,33.0,4,5,32000.0
4462,Учтепинский,5,27.7,1,1,85000.0
4463,Олмазорский,4,80.0,2,4,47000.0
4464,Шайхантахурский,3,83.0,3,9,44500.0
4465,Мирзо-Улугбекский,2,57.85,2,7,38600.0
4466,Юнусабадский,4,83.0,3,5,55500.0
4467,Чиланзарский,5,190.0,1,9,150000.0
4468,Мирзо-Улугбекский,3,64.0,3,5,47000.0
4469,Мирзо-Улугбекский,2,55.0,2,4,35000.0
4470,Сергелийский,3,78.0,8,9,42000.0
4471,Мирзо-Улугбекский,2,60.0,3,5,38000.0
4472,Юнусабадский,3,90.18,4,5,46500.0
4473,Юнусабадский,3,70.0,3,4,47000.0
4474,Чиланзарский,2,42.0,1,3,35000.0
4475,Учтепинский,1,26.4,1,4,18500.0
4476,Мирабадский,2,54.0,2,4,65000.0
4477,Мирабадский,4,98.0,5,9,106000.0
4478,Чиланзарский,2,48.0,2,4,35500.0
4479,Яккасарайский,2,78.0,4,8,100000.0
4480,Чиланзарский,2,57.0,8,9,35000.0
4481,Яккасарайский,4,135.0,5,6,70000.0
4482,Шайхантахурский,4,172.0,2,4,150000.0
4483,Мирабадский,2,54.0,3,4,39900.0
4484,Яккасарайский,2,48.0,5,9,23000.0
4485,Шайхантахурский,3,82.0,2,8,115000.0
4486,Олмазорский,3,125.0,1,8,115000.0
4487,Юнусабадский,2,57.0,6,9,68000.0
4488,Мирабадский,2,60.0,4,9,79000.0
4489,Мирабадский,2,56.0,4,4,60000.0
4490,Мирабадский,2,112.0,9,9,90000.0
4491,Мирабадский,3,68.0,9,9,90000.0
4492,Чиланзарский,2,55.0,1,4,31500.0
4493,Мирабадский,3,105.0,1,5,90000.0
4494,Мирабадский,4,232.0,7,12,340000.0
4495,Юнусабадский,2,45.0,2,5,39500.0
4496,Яккасарайский,3,91.0,6,8,135000.0
4497,Шайхантахурский,4,200.0,5,9,150000.0
4498,Мирзо-Улугбекский,4,124.0,1,10,155000.0
4499,Юнусабадский,1,38.0,4,5,25500.0
4500,Яккасарайский,1,38.0,2,5,26700.0
4501,Чиланзарский,2,50.0,1,4,38000.0
4502,Мирабадский,2,65.0,3,9,54000.0
4503,Юнусабадский,3,80.0,3,7,72000.0
4504,Яшнободский,2,65.0,4,9,55000.0
4505,Мирабадский,3,75.0,2,4,74000.0
4506,Яккасарайский,2,40.0,1,4,37000.0
4507,Учтепинский,4,100.0,1,4,57700.0
4508,Мирабадский,3,90.0,7,9,77000.0
4509,Юнусабадский,3,100.0,4,8,88000.0
4510,Яккасарайский,2,48.0,5,9,23000.0
4511,Мирабадский,4,120.0,5,9,145000.0
4512,Яккасарайский,4,200.0,4,8,250000.0
4513,Юнусабадский,3,65.0,3,4,76000.0
4514,Мирзо-Улугбекский,2,59.0,4,8,42000.0
4515,Яккасарайский,2,64.0,1,5,42000.0
4516,Чиланзарский,4,105.0,6,9,60000.0
4517,Чиланзарский,3,78.0,7,9,55000.0
4518,Яккасарайский,4,100.0,6,9,70000.0
4519,Чиланзарский,3,78.0,5,9,50000.0
4520,Чиланзарский,2,80.0,8,8,48000.0
4521,Яккасарайский,2,48.0,5,9,23000.0
4522,Яккасарайский,2,51.0,1,5,57000.0
4523,Яккасарайский,3,75.0,3,9,53500.0
4524,Яккасарайский,1,39.0,1,5,27500.0
4525,Яккасарайский,2,48.0,5,9,23000.0
4526,Юнусабадский,4,90.0,4,5,56000.0
4527,Яккасарайский,1,39.0,2,5,26700.0
4528,Яккасарайский,2,48.0,5,9,23000.0
4529,Учтепинский,3,72.0,3,9,45500.0
4530,Яккасарайский,2,98.0,6,9,160000.0
4531,Мирзо-Улугбекский,3,78.0,5,5,38000.0
4532,Юнусабадский,2,60.0,2,4,75000.0
4533,Чиланзарский,2,50.0,2,4,36000.0
4534,Юнусабадский,1,38.0,4,4,26500.0
4535,Юнусабадский,1,38.0,4,4,26500.0
4536,Яшнободский,3,62.0,6,7,58000.0
4537,Бектемирский,3,71.2,6,9,27500.0
4538,Юнусабадский,2,65.0,4,4,38000.0
4539,Мирабадский,2,65.0,4,9,79000.0
4540,Яккасарайский,2,56.0,4,8,36000.0
4541,Сергелийский,2,70.0,4,9,29500.0
4542,Мирзо-Улугбекский,2,50.0,3,4,33000.0
4543,Олмазорский,3,69.46,1,4,39000.0
4544,Сергелийский,5,120.0,6,9,105000.0
4545,Яккасарайский,2,48.0,5,9,23000.0
4546,Яшнободский,3,83.0,2,6,38663.0
4547,Мирзо-Улугбекский,3,125.0,9,25,193000.0
4548,Мирзо-Улугбекский,2,90.0,9,25,135500.0
4549,Чиланзарский,3,65.0,3,4,37000.0
4550,Олмазорский,4,215.0,10,25,330000.0
4551,Мирабадский,4,95.0,6,9,70000.0
4552,Учтепинский,2,52.0,3,4,37000.0
4553,Чиланзарский,2,48.0,3,4,33500.0
4554,Мирабадский,1,33.0,2,5,30000.0
4555,Чиланзарский,2,52.0,2,5,37500.0
4556,Мирабадский,3,85.0,1,9,85000.0
4557,Олмазорский,3,82.0,3,9,48000.0
4558,Учтепинский,2,52.0,3,4,40000.0
4559,Яккасарайский,2,45.0,1,4,40000.0
4560,Чиланзарский,2,57.0,4,4,37500.0
4561,Чиланзарский,2,50.0,2,5,37500.0
4562,Чиланзарский,2,50.0,1,5,36000.0
4563,Чиланзарский,1,42.0,2,5,29500.0
4564,Чиланзарский,1,34.0,3,4,28500.0
4565,Чиланзарский,1,42.0,4,5,25500.0
4566,Учтепинский,2,54.0,3,4,37500.0
4567,Чиланзарский,2,53.0,2,4,34000.0
4568,Яккасарайский,1,38.0,2,5,26700.0
4569,Яшнободский,1,39.0,5,5,23500.0
4570,Яшнободский,3,69.0,5,5,50000.0
4571,Учтепинский,2,48.0,1,4,37000.0
4572,Яккасарайский,2,60.0,4,4,75000.0
4573,Олмазорский,2,56.0,2,4,36000.0
4574,Яшнободский,2,50.0,1,3,28000.0
4575,Учтепинский,2,48.0,3,4,38000.0
4576,Учтепинский,1,26.0,1,4,19000.0
4577,Мирзо-Улугбекский,3,70.0,9,9,48000.0
4578,Яшнободский,1,20.0,2,4,15500.0
4579,Чиланзарский,2,52.0,1,4,49000.0
4580,Яшнободский,3,70.0,9,9,35900.0
4581,Юнусабадский,2,55.0,1,2,26500.0
4582,Чиланзарский,1,28.0,2,2,21500.0
4583,Чиланзарский,2,45.0,1,4,42000.0
4584,Юнусабадский,2,54.0,1,4,38500.0
4585,Яккасарайский,2,60.0,1,4,56000.0
4586,Яшнободский,4,107.0,9,12,62000.0
4587,Юнусабадский,2,65.0,2,4,38500.0
4588,Чиланзарский,2,45.0,3,4,37500.0
4589,Юнусабадский,2,56.0,3,4,39000.0
4590,Юнусабадский,2,55.0,1,9,41000.0
4591,Яккасарайский,2,48.0,5,9,23000.0
4592,Мирзо-Улугбекский,3,85.0,4,4,88000.0
4593,Юнусабадский,2,58.0,2,4,41000.0
4594,Чиланзарский,2,48.0,1,4,40000.0
4595,Учтепинский,3,68.0,2,4,40000.0
4596,Юнусабадский,3,70.0,3,4,75000.0
4597,Юнусабадский,2,65.0,5,9,42000.0
4598,Чиланзарский,2,50.0,2,4,36500.0
4599,Юнусабадский,2,60.0,3,5,44000.0
4600,Шайхантахурский,3,110.0,3,7,105000.0
4601,Шайхантахурский,4,100.0,1,9,77501.0
4602,Юнусабадский,2,50.0,4,4,33000.0
4603,Юнусабадский,2,58.0,2,5,35000.0
4604,Чиланзарский,2,48.0,3,4,42000.0
4605,Чиланзарский,4,72.0,2,4,67000.0
4606,Юнусабадский,2,83.0,1,9,63000.0
4607,Мирзо-Улугбекский,4,141.0,3,9,93000.0
4608,Учтепинский,4,80.0,5,5,57000.0
4609,Мирабадский,3,160.0,4,9,198000.0
4610,Яккасарайский,3,92.0,12,16,50000.0
4611,Сергелийский,3,57.0,5,7,45500.0
4612,Сергелийский,4,140.0,5,5,45000.0
4613,Юнусабадский,3,86.0,4,4,48000.0
4614,Яккасарайский,2,60.0,3,4,55000.0
4615,Олмазорский,4,69000.0,3,4,69000.0
4616,Яккасарайский,3,84.0,4,4,55000.0
4617,Мирабадский,4,175.0,7,12,125000.0
4618,Юнусабадский,3,72.0,1,4,68000.0
4619,Учтепинский,2,72.0,5,12,40000.0
4620,Мирабадский,2,55.0,1,4,35000.0
4621,Мирзо-Улугбекский,2,60.0,1,9,58000.0
4622,Яккасарайский,3,290.0,1,5,270000.0
4623,Яккасарайский,3,93.0,5,8,98000.0
4624,Яшнободский,1,36.0,1,9,22000.0
4625,Юнусабадский,3,105.0,1,6,107000.0
4626,Сергелийский,4,104.0,2,9,68000.0
4627,Мирабадский,3,85.0,7,9,64000.0
4628,Мирзо-Улугбекский,2,38.0,4,5,33000.0
4629,Юнусабадский,1,38.0,3,4,42000.0
4630,Шайхантахурский,2,65.0,3,4,56500.0
4631,Мирабадский,4,200.0,4,5,125000.0
4632,Шайхантахурский,1,70.0,6,7,57500.0
4633,Мирзо-Улугбекский,2,52.0,2,4,31000.0
4634,Яшнободский,3,66.0,3,4,39500.0
4635,Юнусабадский,1,21.0,4,4,12500.0
4636,Мирабадский,2,65.0,1,2,29000.0
4637,Яккасарайский,2,48.0,5,9,23000.0
4638,Мирзо-Улугбекский,2,82.0,4,6,125000.0
4639,Олмазорский,3,80.0,3,4,46000.0
4640,Олмазорский,2,60.0,4,5,33000.0
4641,Чиланзарский,1,36.0,1,4,22500.0
4642,Мирзо-Улугбекский,1,34.0,3,3,20000.0
4643,Чиланзарский,2,56.0,2,4,33000.0
4644,Юнусабадский,4,83.0,5,5,55000.0
4645,Шайхантахурский,3,67.0,1,5,47000.0
4646,Шайхантахурский,2,31.0,3,3,40000.0
4647,Олмазорский,3,73.8,5,5,45000.0
4648,Шайхантахурский,2,58.0,5,12,37000.0
4649,Юнусабадский,2,50.0,3,4,31500.0
4650,Юнусабадский,3,76.0,4,9,60000.0
4651,Юнусабадский,2,54.0,3,4,31000.0
4652,Мирабадский,2,36.0,1,2,24500.0
4653,Яшнободский,5,112.0,3,9,88000.0
4654,Чиланзарский,3,60.0,3,4,40000.0
4655,Мирзо-Улугбекский,2,46.0,3,5,35000.0
4656,Мирзо-Улугбекский,1,17.0,3,4,17500.0
4657,Яккасарайский,2,45.0,1,4,40000.0
4658,Мирабадский,3,110.0,2,7,165000.0
4659,Мирзо-Улугбекский,1,26.0,1,3,
4660,Учтепинский,1,26.0,1,4,19000.0
4661,Шайхантахурский,3,96.0,4,5,87000.0
4662,Юнусабадский,3,78.0,7,9,55000.0
4663,Юнусабадский,1,45.0,4,5,27000.0
4664,Яшнободский,2,55.0,2,5,30800.0
4665,Мирабадский,3,75.0,3,4,75000.0
4666,Мирзо-Улугбекский,1,30.0,5,5,20500.0
4667,Мирзо-Улугбекский,3,75.0,1,5,56000.0
4668,Чиланзарский,3,70.0,5,9,51500.0
4669,Мирзо-Улугбекский,1,35.0,3,4,23000.0
4670,Мирзо-Улугбекский,3,55.0,4,4,65000.0
4671,Учтепинский,2,40.0,4,4,31000.0
4672,Мирзо-Улугбекский,2,60.0,5,9,40000.0
4673,Яшнободский,2,60.0,5,9,48000.0
4674,Чиланзарский,3,78.0,7,9,55000.0
4675,Чиланзарский,4,125.0,6,9,250000.0
4676,Юнусабадский,3,85.0,1,9,82000.0
4677,Мирзо-Улугбекский,2,52.0,2,5,33000.0
4678,Юнусабадский,3,96.0,4,9,88000.0
4679,Шайхантахурский,2,65.0,3,4,36000.0
4680,Мирабадский,3,100.0,7,9,78000.0
4681,Мирабадский,4,110.0,5,8,145000.0
4682,Олмазорский,2,56.0,2,5,38000.0
4683,Яшнободский,3,105.0,2,8,65500.0
4684,Мирзо-Улугбекский,2,43.9,1,4,53000.0
4685,Мирзо-Улугбекский,2,50.0,1,4,30299.0
4686,Учтепинский,4,78.0,4,4,52000.0
4687,Учтепинский,2,48.0,1,4,34800.0
4688,Шайхантахурский,2,57.0,2,9,40000.0
4689,Юнусабадский,3,89.0,7,9,56000.0
4690,Мирабадский,5,3.8,2,2,90000.0
4691,Шайхантахурский,2,60.0,9,9,36000.0
4692,Мирзо-Улугбекский,2,38.0,5,5,27500.0
4693,Юнусабадский,3,72.0,7,9,46000.0
4694,Мирзо-Улугбекский,2,51.0,4,4,33500.0
4695,Шайхантахурский,3,70.0,2,9,44000.0
4696,Мирзо-Улугбекский,3,80.0,3,4,125000.0
4697,Яшнободский,3,164.0,6,6,299000.0
4698,Яккасарайский,2,53.0,5,8,43000.0
4699,Яккасарайский,5,182.0,7,8,160000.0
4700,Шайхантахурский,3,78.0,3,4,61000.0
4701,Юнусабадский,3,70.0,4,4,54000.0
4702,Чиланзарский,3,120.0,2,8,160000.0
4703,Яккасарайский,4,250.0,4,8,250000.0
4704,Олмазорский,1,41.0,4,4,23000.0
4705,Мирабадский,3,75.0,8,9,65000.0
4706,Юнусабадский,2,62.0,7,9,43000.0
4707,Юнусабадский,2,55.0,1,9,41000.0
4708,Яккасарайский,1,38.0,5,5,30500.0
4709,Яшнободский,2,46.0,5,8,31000.0
4710,Мирзо-Улугбекский,5,150.0,1,2,97000.0
4711,Мирабадский,5,120.0,7,9,110000.0
4712,Яккасарайский,2,82.0,4,8,75500.0
4713,Мирабадский,4,183.0,5,7,300000.0
4714,Шайхантахурский,3,78.0,8,12,45000.0
4715,Юнусабадский,3,100.0,1,4,68000.0
4716,Мирабадский,1,43.0,5,16,36000.0
4717,Учтепинский,3,68.0,4,5,42800.0
4718,Мирзо-Улугбекский,1,25.3,3,4,14500.0
4719,Мирзо-Улугбекский,2,35.0,5,5,32000.0
4720,Яшнободский,2,56.0,2,2,32500.0
4721,Олмазорский,4,90.0,3,4,48000.0
4722,Мирзо-Улугбекский,3,72.0,4,5,67000.0
4723,Мирабадский,2,62.0,9,9,46000.0
4724,Учтепинский,2,60.0,3,5,33500.0
4725,Юнусабадский,2,54.0,1,4,38500.0
4726,Юнусабадский,2,54.0,2,4,36000.0
4727,Мирзо-Улугбекский,2,54.0,5,5,50000.0
4728,Юнусабадский,2,57.0,9,9,36000.0
4729,Олмазорский,5,125.0,6,9,110000.0
4730,Яккасарайский,3,80.0,4,5,56000.0
4731,Шайхантахурский,3,75.0,8,9,53000.0
4732,Олмазорский,3,75.0,6,9,54000.0
4733,Юнусабадский,3,77.0,2,5,50000.0
4734,Юнусабадский,2,55.0,4,4,34000.0
4735,Юнусабадский,4,90.0,9,9,45000.0
4736,Олмазорский,2,58.0,5,9,29500.0
4737,Чиланзарский,3,60.0,1,4,42000.0
4738,Шайхантахурский,3,90.0,12,12,37000.0
4739,Мирзо-Улугбекский,3,79.0,3,4,54000.0
4740,Яккасарайский,2,64.0,1,5,42000.0
4741,Юнусабадский,2,50.0,3,4,37500.0
4742,Мирабадский,4,90.0,2,4,95000.0
4743,Олмазорский,3,70.0,2,4,41000.0
4744,Мирзо-Улугбекский,5,136.0,2,8,129900.0
4745,Яшнободский,2,54.0,7,9,34000.0
4746,Мирзо-Улугбекский,1,60.0,7,8,
4747,Мирзо-Улугбекский,3,86.0,3,5,
4748,Сергелийский,2,57.0,2,9,18000.0
4749,Учтепинский,3,80.0,4,4,50000.0
4750,Мирзо-Улугбекский,4,95.0,9,9,51000.0
4751,Яккасарайский,5,115.0,4,5,75000.0
4752,Шайхантахурский,2,60.0,6,12,35000.0
4753,Юнусабадский,4,82.0,1,4,55000.0
4754,Яшнободский,1,40.0,2,5,19500.0
4755,Юнусабадский,3,71.0,2,4,75000.0
4756,Мирабадский,2,56.0,2,4,42000.0
4757,Чиланзарский,3,68.0,3,4,42000.0
4758,Мирабадский,2,58.0,2,9,56500.0
4759,Яшнободский,3,71.0,2,4,45000.0
4760,Мирзо-Улугбекский,4,92.0,3,5,45000.0
4761,Олмазорский,3,82.0,3,9,46000.0
4762,Юнусабадский,3,135.0,3,7,200000.0
4763,Мирабадский,4,148.0,8,9,230000.0
4764,Мирабадский,3,110.0,6,8,330000.0
4765,Мирзо-Улугбекский,5,191.0,8,9,139900.0
4766,Шайхантахурский,2,78.0,1,8,114900.0
4767,Яшнободский,3,78.0,2,9,75900.0
4768,Яшнободский,3,80.0,5,7,104900.0
4769,Мирабадский,3,75.0,2,10,125000.0
4770,Мирабадский,3,105.0,1,5,92000.0
4771,Яккасарайский,3,115.0,3,7,230000.0
4772,Юнусабадский,1,65.0,8,9,43000.0
4773,Юнусабадский,3,131.4,2,7,250000.0
4774,Олмазорский,3,79.86,4,8,68000.0
4775,Мирзо-Улугбекский,3,75.0,3,4,69000.0
4776,Мирзо-Улугбекский,3,71.0,2,9,52000.0
